date,symbol,open,high,low,close,volume
2024-06-20,RELIANCE,1189.78,1205.59,1187.79,1199.87,2385561
2024-06-21,RELIANCE,1224.04,1226.79,1204.0,1210.63,915933
2024-06-24,RELIANCE,1203.66,1218.62,1190.67,1209.55,2159202
2024-06-25,RELIANCE,1218.7,1222.02,1205.42,1214.95,923064
2024-06-26,RELIANCE,1220.92,1231.03,1205.08,1210.6,1540755
2024-06-27,RELIANCE,1250.09,1258.25,1234.43,1253.44,1017506
2024-06-28,RELIANCE,1233.46,1249.27,1224.58,1241.1,2133624
2024-07-01,RELIANCE,1253.4,1261.06,1244.57,1246.91,1935103
2024-07-02,RELIANCE,1253.62,1260.47,1229.44,1253.21,2318865
2024-07-03,RELIANCE,1258.48,1270.53,1248.23,1266.25,1975565
2024-07-04,RELIANCE,1269.32,1289.86,1267.72,1276.22,1697888
2024-07-05,RELIANCE,1283.23,1287.74,1277.09,1285.73,1477059
2024-07-08,RELIANCE,1313.22,1325.3,1285.95,1306.92,791621
2024-07-09,RELIANCE,1274.81,1289.58,1273.91,1276.64,698106
2024-07-10,RELIANCE,1281.84,1282.55,1274.77,1277.66,2182317
2024-07-11,RELIANCE,1263.85,1270.21,1242.33,1253.49,2292688
2024-07-12,RELIANCE,1266.96,1270.22,1248.33,1258.97,2320660
2024-07-15,RELIANCE,1245.05,1255.4,1229.48,1236.17,2163805
2024-07-16,RELIANCE,1225.61,1226.79,1211.92,1218.11,1630624
2024-07-17,RELIANCE,1207.93,1223.35,1205.61,1217.72,1142553
2024-07-18,RELIANCE,1253.66,1254.19,1242.31,1246.04,720921
2024-07-19,RELIANCE,1260.49,1261.5,1256.05,1258.42,615746
2024-07-22,RELIANCE,1264.45,1268.84,1254.25,1265.24,835475
2024-07-23,RELIANCE,1287.79,1299.37,1273.69,1294.82,1485378
2024-07-24,RELIANCE,1266.08,1288.37,1263.96,1276.22,997168
2024-07-25,RELIANCE,1228.16,1241.7,1225.82,1235.02,902761
2024-07-26,RELIANCE,1227.35,1230.78,1211.64,1227.48,1154514
2024-07-29,RELIANCE,1215.66,1227.32,1213.48,1222.84,1284068
2024-07-30,RELIANCE,1242.97,1248.7,1239.73,1248.07,1685149
2024-07-31,RELIANCE,1288.4,1319.39,1279.86,1292.38,1319985
2024-08-01,RELIANCE,1270.24,1281.41,1261.73,1266.02,2248279
2024-08-02,RELIANCE,1316.14,1319.08,1311.95,1318.08,1160759
2024-08-05,RELIANCE,1351.41,1360.1,1344.51,1352.4,1129004
2024-08-06,RELIANCE,1380.68,1395.29,1366.67,1371.58,2244016
2024-08-07,RELIANCE,1378.39,1384.49,1377.99,1380.61,893004
2024-08-08,RELIANCE,1440.52,1460.78,1429.53,1436.22,1301147
2024-08-09,RELIANCE,1431.43,1440.03,1418.08,1439.03,1913441
2024-08-12,RELIANCE,1431.48,1431.95,1418.95,1429.13,801802
2024-08-13,RELIANCE,1434.13,1458.51,1429.38,1433.28,1624428
2024-08-14,RELIANCE,1404.39,1425.11,1381.66,1403.16,1634861
2024-08-15,RELIANCE,1411.45,1432.19,1394.82,1414.75,1876173
2024-08-16,RELIANCE,1405.94,1415.03,1401.3,1413.22,2198894
2024-08-19,RELIANCE,1419.54,1432.24,1412.31,1421.67,2021249
2024-08-20,RELIANCE,1427.51,1434.21,1399.17,1430.85,1016517
2024-08-21,RELIANCE,1415.04,1417.03,1400.63,1407.77,1479439
2024-08-22,RELIANCE,1445.23,1458.33,1432.13,1438.7,1513576
2024-08-23,RELIANCE,1407.97,1417.47,1403.12,1416.49,1066325
2024-08-26,RELIANCE,1442.24,1454.45,1436.19,1437.73,1280133
2024-08-27,RELIANCE,1399.13,1403.35,1390.05,1402.49,1877033
2024-08-28,RELIANCE,1415.05,1419.63,1404.82,1411.81,1816000
2024-08-29,RELIANCE,1391.0,1396.73,1381.66,1394.36,1451879
2024-08-30,RELIANCE,1385.99,1401.81,1372.09,1396.27,1162288
2024-09-02,RELIANCE,1389.76,1391.01,1379.32,1382.74,1530016
2024-09-03,RELIANCE,1339.21,1353.9,1325.88,1336.19,1059263
2024-09-04,RELIANCE,1305.42,1325.67,1294.94,1313.47,1173572
2024-09-05,RELIANCE,1303.38,1333.19,1301.51,1315.82,2329376
2024-09-06,RELIANCE,1326.39,1330.02,1318.02,1329.95,1453166
2024-09-09,RELIANCE,1292.27,1317.59,1286.46,1299.95,2082039
2024-09-10,RELIANCE,1255.08,1268.02,1251.42,1257.37,1836295
2024-09-11,RELIANCE,1244.65,1257.96,1224.5,1240.8,1865684
2024-09-12,RELIANCE,1246.56,1259.18,1233.76,1237.47,812836
2024-09-13,RELIANCE,1223.67,1232.85,1208.61,1225.85,1781217
2024-09-16,RELIANCE,1219.26,1220.57,1209.34,1210.92,1993398
2024-09-17,RELIANCE,1235.52,1261.65,1203.18,1228.37,2280817
2024-09-18,RELIANCE,1245.66,1254.28,1244.99,1248.37,1676199
2024-09-19,RELIANCE,1253.62,1270.48,1246.31,1264.15,702849
2024-09-20,RELIANCE,1251.51,1266.9,1241.33,1246.19,2283810
2024-09-23,RELIANCE,1252.39,1272.84,1236.53,1248.58,1392971
2024-09-24,RELIANCE,1260.25,1273.14,1234.77,1245.59,2327245
2024-09-25,RELIANCE,1227.03,1229.4,1202.89,1218.31,1721297
2024-09-26,RELIANCE,1241.34,1253.17,1220.47,1236.49,1272738
2024-09-27,RELIANCE,1249.57,1275.69,1227.06,1239.1,831873
2024-09-30,RELIANCE,1223.95,1244.73,1216.06,1230.38,718636
2024-10-01,RELIANCE,1260.72,1275.72,1253.64,1259.48,2391926
2024-10-02,RELIANCE,1274.13,1299.23,1273.87,1275.85,1591950
2024-10-03,RELIANCE,1305.65,1307.56,1292.43,1294.35,1835384
2024-10-04,RELIANCE,1324.12,1335.71,1294.01,1320.36,1222437
2024-10-07,RELIANCE,1316.13,1353.46,1309.85,1336.54,1966439
2024-10-08,RELIANCE,1319.68,1324.8,1307.93,1310.67,1038205
2024-10-09,RELIANCE,1297.57,1307.71,1286.87,1303.44,2338965
2024-10-10,RELIANCE,1330.65,1331.46,1315.31,1325.45,860050
2024-10-11,RELIANCE,1307.06,1311.56,1303.39,1310.14,1640656
2024-10-14,RELIANCE,1313.49,1319.41,1299.82,1311.82,794751
2024-10-15,RELIANCE,1325.37,1337.1,1315.45,1321.1,2243422
2024-10-16,RELIANCE,1354.24,1355.57,1349.32,1352.85,1897616
2024-10-17,RELIANCE,1375.69,1391.09,1362.71,1382.2,1271329
2024-10-21,RELIANCE,1413.07,1436.23,1394.08,1403.17,1605577
2024-10-22,RELIANCE,1402.81,1413.64,1394.18,1399.94,2258849
2024-10-23,RELIANCE,1421.52,1432.79,1402.98,1421.54,1061432
2024-10-24,RELIANCE,1439.74,1446.3,1428.19,1434.57,1513135
2024-10-25,RELIANCE,1428.1,1453.75,1421.04,1431.82,1003241
2024-10-28,RELIANCE,1478.17,1480.9,1461.38,1464.25,1995570
2024-10-29,RELIANCE,1478.64,1492.34,1455.9,1476.86,1449057
2024-10-30,RELIANCE,1462.86,1465.69,1457.06,1460.07,1088921
2024-10-31,RELIANCE,1493.66,1505.42,1488.66,1490.94,1770292
2024-11-01,RELIANCE,1479.19,1492.46,1474.44,1485.85,1457350
2024-11-04,RELIANCE,1492.33,1509.97,1481.64,1501.01,914388
2024-11-05,RELIANCE,1467.52,1473.03,1464.29,1465.8,1601389
2024-11-06,RELIANCE,1469.01,1474.54,1458.41,1466.29,1652521
2024-11-07,RELIANCE,1455.05,1471.98,1417.75,1445.19,1527934
2024-11-08,RELIANCE,1427.12,1440.23,1403.29,1423.77,1868329
2024-11-11,RELIANCE,1374.39,1387.49,1366.27,1381.78,2262142
2024-11-12,RELIANCE,1434.79,1445.92,1425.7,1430.89,658447
2024-11-15,RELIANCE,1434.4,1452.9,1426.88,1428.35,1422503
2024-11-18,RELIANCE,1442.03,1454.47,1417.53,1434.7,2373930
2024-11-19,RELIANCE,1463.84,1497.11,1454.26,1461.26,2176810
2024-11-20,RELIANCE,1450.54,1466.61,1441.44,1459.31,2301290
2024-11-21,RELIANCE,1480.94,1488.11,1471.17,1472.25,799999
2024-11-22,RELIANCE,1436.32,1443.34,1430.25,1441.46,1168850
2024-11-25,RELIANCE,1451.17,1462.01,1429.08,1446.87,978853
2024-11-26,RELIANCE,1427.02,1442.18,1426.26,1438.19,1149385
2024-11-27,RELIANCE,1456.32,1465.39,1446.47,1450.63,916259
2024-11-28,RELIANCE,1450.13,1457.59,1436.81,1455.71,2339613
2024-11-29,RELIANCE,1432.49,1436.06,1404.64,1424.64,929110
2024-12-02,RELIANCE,1396.21,1398.88,1377.78,1383.87,1516582
2024-12-03,RELIANCE,1370.48,1371.1,1350.08,1362.39,1654110
2024-12-04,RELIANCE,1371.44,1397.21,1362.65,1379.36,1750572
2024-12-05,RELIANCE,1383.16,1414.01,1375.47,1389.59,783318
2023-01-02,TCS,1003.43,1016.99,1003.07,1013.13,652739
2023-01-03,TCS,1013.27,1025.15,999.58,1010.47,1036984
2023-01-04,TCS,1037.82,1039.4,1027.25,1033.89,1724371
2023-01-05,TCS,1031.07,1035.13,1027.2,1031.89,763094
2023-01-06,TCS,1024.85,1031.05,1022.57,1024.89,601721
2023-01-09,TCS,1020.51,1032.97,1012.51,1029.4,617703
2023-01-10,TCS,1023.84,1027.61,1014.29,1019.96,763600
2023-01-11,TCS,1047.12,1058.94,1033.91,1043.15,1636330
2023-01-12,TCS,1034.31,1052.98,1026.07,1049.02,1232943
2023-01-13,TCS,1053.07,1058.76,1043.78,1056.31,1883192
2023-01-17,TCS,1064.81,1069.11,1054.44,1063.13,2029615
2023-01-18,TCS,1067.01,1074.67,1048.66,1058.31,732985
2023-01-19,TCS,1062.91,1069.88,1056.84,1067.7,691179
2023-01-20,TCS,1071.54,1075.5,1068.36,1071.91,1962885
2023-01-23,TCS,1111.72,1116.91,1098.13,1103.76,1133709
2023-01-24,TCS,1108.64,1117.16,1103.92,1106.17,1281006
2023-01-25,TCS,1112.81,1117.71,1112.58,1114.2,1066984
2023-01-26,TCS,1104.89,1110.13,1102.81,1107.51,961568
2023-01-27,TCS,1102.44,1104.42,1093.1,1102.41,1903374
2023-01-30,TCS,1094.04,1104.33,1086.41,1098.57,2282252
2023-01-31,TCS,1128.8,1143.0,1123.1,1123.21,743949
2023-02-01,TCS,1121.44,1134.58,1121.03,1126.46,1103794
2023-02-02,TCS,1149.19,1151.27,1132.96,1146.02,1752467
2023-02-03,TCS,1148.5,1162.24,1132.43,1143.21,1000363
2023-02-06,TCS,1145.47,1150.63,1123.09,1138.58,1527058
2023-02-07,TCS,1106.76,1111.5,1105.78,1106.03,2198518
2023-02-08,TCS,1123.1,1141.16,1106.44,1122.86,1999835
2023-02-09,TCS,1164.84,1187.49,1154.62,1162.67,2191960
2023-02-10,TCS,1161.43,1162.67,1151.98,1160.63,1256912
2023-02-13,TCS,1196.76,1197.8,1169.67,1189.87,975142
2023-02-14,TCS,1208.27,1214.13,1188.08,1208.51,1252153
2023-02-15,TCS,1209.69,1224.06,1192.28,1197.7,2306624
2023-02-16,TCS,1232.32,1232.43,1210.6,1214.83,1343808
2023-02-17,TCS,1196.47,1200.5,1188.75,1199.92,2075771
2023-02-20,TCS,1199.45,1205.78,1187.06,1196.58,2314910
2023-02-21,TCS,1215.99,1233.07,1191.87,1222.64,2188489
2023-02-22,TCS,1233.34,1239.01,1221.84,1228.27,1910847
2023-02-23,TCS,1210.87,1221.92,1197.76,1207.92,1691222
2023-02-24,TCS,1237.16,1240.5,1226.65,1238.07,884502
2023-02-27,TCS,1213.02,1224.8,1205.83,1218.99,1606651
2023-02-28,TCS,1218.91,1227.71,1214.67,1218.35,1412376
2023-03-01,TCS,1226.75,1244.72,1206.23,1214.11,1937540
2023-03-02,TCS,1223.63,1229.75,1211.72,1213.46,1924045
2023-03-03,TCS,1202.2,1206.57,1197.93,1199.51,1790353
2023-03-06,TCS,1167.67,1184.55,1155.97,1170.94,2368384
2023-03-07,TCS,1208.87,1218.43,1202.78,1208.67,1586417
2023-03-08,TCS,1188.49,1203.95,1182.81,1192.95,1867025
2023-03-09,TCS,1170.9,1183.51,1163.63,1178.58,730972
2023-03-10,TCS,1130.65,1140.16,1126.95,1135.79,1195050
2023-03-13,TCS,1143.47,1157.99,1139.03,1139.71,1084092
2023-03-14,TCS,1167.87,1174.61,1163.64,1165.81,1085058
2023-03-15,TCS,1195.95,1207.26,1194.3,1194.62,674019
2023-03-16,TCS,1244.49,1254.15,1229.46,1251.16,1239929
2023-03-17,TCS,1275.31,1290.59,1267.95,1284.15,1233149
2023-03-20,TCS,1302.08,1303.82,1285.44,1295.25,1158527
2023-03-21,TCS,1296.42,1302.45,1290.6,1298.52,1962828
2023-03-22,TCS,1339.65,1346.54,1326.4,1331.47,1374860
2023-03-23,TCS,1328.81,1349.24,1321.01,1333.56,1820407
2023-03-24,TCS,1347.49,1358.67,1340.35,1340.67,1028059
2023-03-27,TCS,1324.96,1343.48,1316.39,1323.13,1847854
2023-03-28,TCS,1325.44,1346.19,1321.47,1328.1,946946
2023-03-29,TCS,1370.9,1378.98,1363.77,1373.63,1736177
2023-03-30,TCS,1388.49,1405.04,1369.06,1375.0,1092078
2023-03-31,TCS,1393.46,1397.96,1386.4,1386.74,2347403
2023-04-03,TCS,1335.75,1347.54,1332.79,1337.28,888388
2023-04-04,TCS,1370.66,1400.39,1368.03,1369.27,2082388
2023-04-05,TCS,1369.83,1394.37,1368.46,1380.36,2006700
2023-04-06,TCS,1427.24,1429.26,1401.3,1414.77,1100512
2023-04-07,TCS,1433.36,1439.33,1418.26,1423.12,2024303
2023-04-10,TCS,1404.0,1422.56,1398.77,1406.63,1980104
2023-04-11,TCS,1382.37,1388.98,1373.44,1378.96,1311898
2023-04-12,TCS,1373.51,1405.77,1366.13,1392.61,1622609
2023-04-13,TCS,1401.51,1414.26,1375.97,1394.44,1477973
2023-04-14,TCS,1378.64,1387.7,1372.25,1375.15,1026726
2023-04-17,TCS,1377.88,1381.56,1363.9,1375.84,1719954
2023-04-18,TCS,1369.8,1377.51,1353.28,1363.93,1987863
2023-04-19,TCS,1383.81,1402.73,1375.08,1381.53,809856
2023-04-20,TCS,1367.64,1383.45,1359.75,1374.19,1549949
2023-04-21,TCS,1344.53,1361.53,1342.61,1349.11,906554
2023-04-24,TCS,1347.49,1364.49,1343.97,1348.62,1897843
2023-04-25,TCS,1343.99,1350.44,1336.0,1337.84,1613483
2023-04-26,TCS,1371.13,1371.2,1356.48,1370.91,1898401
2023-04-27,TCS,1357.19,1368.87,1355.23,1361.75,1495560
2023-04-28,TCS,1336.62,1339.73,1333.27,1334.19,1831252
2023-05-01,TCS,1325.4,1335.47,1315.95,1333.65,1770383
2023-05-02,TCS,1342.63,1367.35,1326.67,1328.74,887944
2023-05-03,TCS,1336.88,1341.84,1328.4,1334.85,1549293
2023-05-04,TCS,1333.09,1348.78,1318.36,1339.73,1497520
2023-05-05,TCS,1319.08,1325.17,1310.2,1317.99,603337
2023-05-08,TCS,1324.06,1338.7,1308.81,1316.94,2373970
2023-05-09,TCS,1318.27,1321.46,1299.61,1314.71,2047508
2023-05-10,TCS,1302.84,1313.57,1280.58,1289.65,1520337
2023-05-11,TCS,1268.58,1285.02,1253.77,1277.72,833682
2023-05-12,TCS,1291.79,1291.91,1271.21,1281.55,1309069
2023-05-15,TCS,1248.8,1253.22,1242.8,1248.99,1086145
2023-05-16,TCS,1232.52,1235.12,1215.18,1227.09,1236832
2023-05-17,TCS,1227.91,1234.39,1211.62,1217.41,1178796
2023-05-18,TCS,1207.63,1219.63,1205.42,1214.97,1487713
2023-05-19,TCS,1215.46,1227.03,1211.05,1224.17,824138
2023-05-22,TCS,1194.72,1212.7,1190.42,1197.07,1506588
2023-05-23,TCS,1191.83,1208.82,1190.47,1201.88,655311
2023-05-24,TCS,1200.64,1226.51,1197.55,1212.94,796306
2023-05-25,TCS,1242.74,1247.88,1233.98,1242.23,1031210
2023-05-26,TCS,1240.07,1254.51,1231.24,1232.85,1069257
2023-05-29,TCS,1210.95,1228.13,1210.52,1213.86,1451976
2023-05-31,TCS,1186.4,1203.64,1176.07,1183.4,1444713
2023-06-01,TCS,1214.89,1219.51,1178.63,1192.82,1172194
2023-06-02,TCS,1218.62,1237.19,1192.99,1216.55,1015587
2023-06-05,TCS,1200.37,1204.52,1189.79,1202.2,1483540
2023-06-06,TCS,1208.8,1213.68,1206.09,1209.76,1548109
2023-06-07,TCS,1228.33,1231.3,1224.51,1225.64,1179697
2023-06-08,TCS,1241.99,1263.14,1231.44,1243.73,2254073
2023-06-09,TCS,1239.55,1247.43,1232.57,1235.22,980155
2023-06-12,TCS,1249.01,1260.67,1241.05,1247.59,1333706
2023-06-13,TCS,1252.25,1258.37,1236.94,1246.43,2097814
2023-06-14,TCS,1228.74,1229.5,1221.95,1227.75,957847
2023-06-15,TCS,1232.68,1234.45,1226.55,1233.11,1887640
2023-06-16,TCS,1234.87,1247.09,1224.93,1240.6,1991089
2023-06-19,TCS,1213.72,1236.41,1208.71,1222.16,614500
2023-06-20,TCS,1229.77,1231.72,1228.45,1231.46,1584258
2023-06-21,TCS,1269.67,1283.34,1259.74,1272.08,2318338
2023-06-22,TCS,1244.6,1259.3,1230.74,1242.77,1061619
2023-06-23,TCS,1257.24,1273.13,1241.45,1257.65,2051406
2023-06-27,TCS,1274.64,1291.31,1266.97,1277.06,779014
2023-06-28,TCS,1293.67,1302.53,1265.23,1279.06,1674371
2023-06-29,TCS,1288.85,1290.56,1269.41,1286.71,1305013
2023-06-30,TCS,1290.15,1295.46,1274.01,1282.24,1660991
2023-07-04,TCS,1304.56,1321.36,1294.89,1311.23,1557753
2023-07-05,TCS,1299.16,1306.23,1282.7,1292.53,1496240
2023-07-06,TCS,1298.14,1304.39,1282.95,1290.44,1541248
2023-07-07,TCS,1254.58,1271.45,1246.54,1251.67,832669
2023-07-10,TCS,1253.13,1261.76,1247.17,1258.67,1589012
2023-07-11,TCS,1274.72,1284.55,1266.24,1266.64,1169050
2023-07-12,TCS,1229.13,1234.47,1221.16,1233.53,1520191
2023-07-13,TCS,1207.29,1218.82,1201.04,1216.73,1048550
2023-07-14,TCS,1216.28,1245.48,1213.3,1226.21,2191711
2023-07-17,TCS,1217.17,1219.16,1207.83,1216.71,1080356
2023-07-18,TCS,1190.47,1217.22,1189.75,1193.36,1509402
2023-07-19,TCS,1151.17,1152.36,1138.5,1146.48,1377777
2023-07-20,TCS,1156.6,1158.84,1137.89,1152.65,926599
2023-07-21,TCS,1196.9,1215.05,1186.28,1188.65,744360
2023-07-24,TCS,1181.7,1184.82,1170.32,1179.64,1988330
2023-07-25,TCS,1188.22,1198.85,1181.91,1187.49,1497868
2023-07-26,TCS,1195.15,1196.78,1183.42,1195.04,1847487
2023-07-27,TCS,1188.32,1211.19,1183.28,1192.99,2031786
2023-07-28,TCS,1189.44,1197.31,1178.08,1194.37,1763052
2023-07-31,TCS,1191.76,1208.71,1191.4,1196.09,2355069
2023-08-01,TCS,1180.5,1185.62,1176.39,1179.07,1306125
2023-08-02,TCS,1221.44,1233.35,1215.58,1226.63,1560207
2023-08-03,TCS,1280.15,1289.06,1265.68,1280.68,1901629
2023-08-04,TCS,1293.58,1294.56,1273.57,1286.56,1540989
2023-08-07,TCS,1307.47,1331.81,1305.68,1323.36,1140169
2023-08-08,TCS,1299.84,1305.79,1299.78,1305.59,1391241
2023-08-09,TCS,1293.86,1307.63,1289.43,1300.37,1086412
2023-08-10,TCS,1323.53,1335.5,1311.66,1323.65,814259
2023-08-11,TCS,1289.2,1304.6,1275.24,1299.0,1344371
2023-08-15,TCS,1267.4,1274.24,1255.91,1271.76,1589840
2023-08-16,TCS,1292.94,1316.38,1272.2,1278.31,1504288
2023-08-17,TCS,1229.44,1248.12,1215.05,1238.05,610362
2023-08-18,TCS,1271.62,1297.16,1269.32,1272.31,2071286
2023-08-21,TCS,1288.59,1293.0,1277.82,1287.38,1267638
2023-08-22,TCS,1290.17,1309.42,1265.82,1292.25,1032776
2023-08-23,TCS,1298.07,1306.7,1296.07,1306.12,1820457
2023-08-24,TCS,1293.6,1296.46,1278.23,1287.31,768505
2023-08-25,TCS,1255.78,1273.81,1242.04,1268.17,2265715
2023-08-28,TCS,1278.94,1288.97,1271.66,1285.4,1196903
2023-08-29,TCS,1303.38,1310.58,1282.83,1305.11,696056
2023-08-30,TCS,1304.0,1317.77,1295.59,1308.42,1447453
2023-08-31,TCS,1315.19,1328.46,1292.71,1307.78,833079
2023-09-01,TCS,1294.58,1298.71,1277.09,1296.97,1005632
2023-09-04,TCS,1338.98,1347.54,1326.0,1326.66,642998
2023-09-05,TCS,1295.48,1305.82,1281.97,1295.96,1822683
2023-09-06,TCS,1288.22,1311.26,1256.34,1278.75,2011866
2023-09-07,TCS,1270.48,1270.55,1264.22,1268.24,1538806
2023-09-08,TCS,1236.04,1239.58,1224.57,1238.07,1650574
2023-09-11,TCS,1210.26,1218.46,1205.33,1212.51,658153
2023-09-12,TCS,1198.8,1205.93,1183.43,1193.17,1642203
2023-09-13,TCS,1209.3,1229.27,1207.5,1213.15,1633357
2023-09-14,TCS,1248.44,1254.58,1237.77,1249.22,856260
2023-09-15,TCS,1251.18,1278.74,1228.83,1256.77,1112128
2023-09-18,TCS,1212.01,1228.13,1205.44,1225.15,2219634
2023-09-19,TCS,1216.59,1224.47,1207.19,1213.86,1849164
2023-09-20,TCS,1215.06,1224.35,1210.47,1211.75,2399492
2023-09-22,TCS,1199.19,1214.51,1198.2,1207.09,787585
2023-09-25,TCS,1202.77,1210.44,1198.76,1200.49,1430732
2023-09-26,TCS,1208.93,1215.45,1202.12,1211.0,1203153
2023-09-27,TCS,1162.65,1174.52,1159.39,1174.45,1585900
2023-09-28,TCS,1158.16,1182.13,1152.68,1164.22,1849604
2023-09-29,TCS,1172.15,1177.74,1166.75,1168.79,1797716
2023-10-02,TCS,1188.47,1207.13,1179.58,1182.86,2168724
2023-10-03,TCS,1190.73,1191.99,1188.53,1188.92,1236263
2023-10-04,TCS,1206.15,1213.8,1175.7,1189.97,1007369
2023-10-05,TCS,1189.68,1196.13,1176.59,1188.07,842863
2023-10-06,TCS,1171.33,1178.56,1169.29,1176.24,2107542
2023-10-09,TCS,1169.53,1191.99,1163.54,1178.73,1281673
2023-10-10,TCS,1184.14,1192.87,1169.85,1175.76,2210702
2023-10-11,TCS,1160.31,1171.68,1154.41,1163.5,2212867
2023-10-12,TCS,1184.45,1190.85,1183.37,1187.11,1377527
2023-10-13,TCS,1205.51,1224.86,1200.09,1210.92,1423690
2023-10-16,TCS,1199.49,1220.95,1197.16,1204.84,774246
2023-10-17,TCS,1215.33,1226.08,1207.75,1217.94,1243245
2023-10-18,TCS,1245.24,1258.61,1236.55,1242.71,1224341
2023-10-19,TCS,1252.37,1264.75,1241.62,1249.27,692364
2023-10-20,TCS,1255.0,1266.35,1245.56,1253.1,1667110
2023-10-23,TCS,1270.17,1276.26,1257.84,1264.42,2042538
2023-10-24,TCS,1229.55,1237.55,1222.95,1232.83,1574306
2023-10-25,TCS,1199.86,1216.28,1189.65,1206.28,1487892
2023-10-26,TCS,1217.24,1226.63,1214.97,1217.77,1617936
2023-10-27,TCS,1211.67,1226.86,1208.82,1224.53,692176
2023-10-30,TCS,1258.27,1268.17,1244.86,1253.05,705431
2023-10-31,TCS,1247.66,1259.38,1239.15,1244.59,796968
2023-11-01,TCS,1271.41,1272.9,1264.36,1268.14,1949218
2023-11-02,TCS,1284.18,1295.81,1271.38,1291.35,931655
2023-11-03,TCS,1330.87,1355.67,1330.44,1334.3,863644
2023-11-06,TCS,1318.94,1323.72,1315.54,1318.9,1063003
2023-11-07,TCS,1306.26,1316.72,1293.68,1313.05,1758474
2023-11-08,TCS,1313.13,1324.29,1311.73,1320.48,1151421
2023-11-09,TCS,1326.25,1341.63,1310.84,1327.76,632628
2023-11-10,TCS,1309.27,1317.25,1301.35,1308.39,1686093
2023-11-13,TCS,1293.73,1301.74,1278.28,1298.18,1923866
2023-11-14,TCS,1279.54,1282.99,1261.45,1273.04,1854868
2023-11-15,TCS,1337.24,1337.59,1316.52,1322.59,2331086
2023-11-16,TCS,1326.63,1330.8,1305.61,1322.87,1091686
2023-11-17,TCS,1323.05,1341.7,1316.98,1324.35,813364
2023-11-20,TCS,1310.9,1315.37,1293.93,1313.1,1116821
2023-11-21,TCS,1325.9,1328.77,1297.95,1315.32,922133
2023-11-22,TCS,1335.69,1340.2,1329.39,1333.71,1827116
2023-11-23,TCS,1332.37,1339.82,1323.61,1328.36,1121633
2023-11-24,TCS,1330.88,1333.09,1305.5,1329.45,1531769
2023-11-27,TCS,1374.17,1385.86,1371.98,1378.17,2083823
2023-11-28,TCS,1411.06,1424.38,1393.15,1400.45,840899
2023-11-29,TCS,1405.79,1409.06,1399.7,1407.56,1603187
2023-11-30,TCS,1400.91,1410.35,1395.95,1399.89,2113411
2023-12-01,TCS,1385.99,1408.79,1378.81,1401.17,861041
2023-12-04,TCS,1401.42,1406.96,1380.05,1386.38,1963087
2023-12-06,TCS,1399.38,1411.19,1391.79,1394.15,636724
2023-12-07,TCS,1380.22,1397.45,1380.07,1380.95,2162461
2023-12-08,TCS,1361.08,1373.49,1360.36,1366.6,2282827
2023-12-11,TCS,1354.97,1373.8,1342.37,1359.24,870828
2023-12-12,TCS,1326.02,1350.62,1316.77,1337.58,1042595
2023-12-13,TCS,1346.17,1349.81,1321.08,1343.09,1611284
2023-12-14,TCS,1393.29,1402.86,1388.26,1399.52,1566292
2023-12-15,TCS,1389.74,1393.65,1370.98,1386.85,2176711
2023-12-18,TCS,1354.62,1359.56,1328.65,1351.63,1555286
2023-12-19,TCS,1386.64,1391.31,1372.96,1373.46,1673457
2023-12-20,TCS,1373.47,1382.27,1366.57,1372.05,1878948
2023-12-21,TCS,1418.98,1428.8,1408.11,1416.93,1758037
2023-12-22,TCS,1429.84,1459.15,1422.85,1426.27,2123136
2023-12-25,TCS,1443.7,1453.98,1432.9,1448.24,761443
2023-12-26,TCS,1429.15,1431.27,1428.91,1430.92,1158494
2023-12-27,TCS,1397.64,1400.1,1380.5,1395.34,1266721
2023-12-28,TCS,1399.69,1416.33,1386.36,1391.56,699479
2023-12-29,TCS,1411.99,1416.63,1386.54,1406.66,1561248
2024-01-01,TCS,1385.77,1390.09,1384.1,1387.54,2172795
2024-01-02,TCS,1361.14,1384.08,1351.88,1352.73,1141897
2024-01-03,TCS,1337.46,1349.83,1335.01,1339.86,836531
2024-01-04,TCS,1320.2,1337.3,1319.5,1330.22,2068229
2024-01-05,TCS,1333.61,1342.43,1322.53,1323.02,1395820
2024-01-08,TCS,1322.35,1325.1,1314.2,1321.99,856234
2024-01-09,TCS,1370.15,1373.97,1369.67,1373.05,1411109
2024-01-10,TCS,1365.19,1377.87,1358.74,1373.21,1676830
2024-01-11,TCS,1359.15,1368.96,1352.33,1361.83,1550103
2024-01-12,TCS,1349.54,1360.17,1331.15,1337.87,1369998
2024-01-15,TCS,1354.41,1354.98,1341.01,1354.44,1633992
2024-01-16,TCS,1335.13,1336.63,1311.02,1320.0,1805784
2024-01-17,TCS,1350.76,1352.86,1342.78,1350.14,2156116
2024-01-18,TCS,1357.38,1359.03,1343.12,1349.25,1751185
2024-01-19,TCS,1317.23,1318.92,1314.03,1316.53,1831363
2024-01-22,TCS,1317.09,1327.15,1314.39,1319.63,876223
2024-01-23,TCS,1314.09,1323.48,1313.14,1316.43,1091640
2024-01-24,TCS,1340.31,1356.83,1332.86,1341.6,1356927
2024-01-25,TCS,1301.62,1333.31,1295.19,1309.07,997934
2024-01-26,TCS,1304.78,1316.63,1286.51,1312.45,952440
