date,city,temp_c,rain_mm,humidity_pct,pressure_hpa,wind_kmh,aqi
2023-01-15,Delhi,13.9,0.2,52.0,1010.7,2.2,185.0
2023-01-16,Delhi,13.7,5.7,56.0,1016.0,19.3,194.0
2023-01-17,Delhi,12.2,0.8,61.0,1009.7,3.1,175.0
2023-01-18,Delhi,14.2,1.4,68.0,1011.4,6.1,203.0
2023-01-19,Delhi,12.2,0.3,59.0,1013.0,2.3,211.0
2023-01-20,Delhi,15.9,0.1,58.0,1004.4,7.6,190.0
2023-01-21,Delhi,,1.1,,,1.3,
2023-01-22,Delhi,15.9,0.0,70.0,1013.0,7.2,195.0
2023-01-23,Delhi,13.4,0.4,66.0,1013.9,12.1,204.0
2023-01-24,Delhi,15.0,0.9,58.0,1007.7,8.2,206.0
2023-01-25,Delhi,14.0,2.4,49.0,1008.5,6.1,203.0
2023-01-26,Delhi,13.7,1.3,53.0,1009.1,14.2,207.0
2023-01-27,Delhi,13.8,1.0,62.0,1012.4,3.2,183.0
2023-01-28,Delhi,12.3,0.0,53.0,1011.7,11.6,159.0
2023-01-29,Delhi,12.1,0.6,64.0,1011.9,5.9,218.0
2023-01-30,Delhi,15.8,1.9,60.0,1018.5,8.2,233.0
2023-01-31,Delhi,14.2,0.0,60.0,1016.5,7.4,183.0
2023-02-01,Delhi,15.0,0.7,62.0,1008.3,7.8,197.0
2023-02-02,Delhi,16.3,0.1,61.0,1008.5,7.0,215.0
2023-02-03,Delhi,12.0,2.1,51.0,1017.9,3.7,227.0
2023-02-04,Delhi,13.6,2.7,55.0,1009.8,4.7,222.0
2023-02-05,Delhi,15.2,0.3,73.0,1016.5,9.2,234.0
2023-02-06,Delhi,15.6,0.1,48.0,1017.3,6.7,211.0
2023-02-07,Delhi,14.4,2.1,53.0,1008.7,2.0,219.0
2023-02-08,Delhi,16.8,0.0,64.0,1009.7,4.0,220.0
2023-02-09,Delhi,15.5,1.6,55.0,1011.0,4.1,205.0
2023-02-10,Delhi,13.4,0.3,50.0,1007.2,7.0,234.0
2023-02-11,Delhi,13.9,0.1,47.0,1006.7,8.0,225.0
2023-02-12,Delhi,16.8,0.0,60.0,1008.9,7.6,231.0
2023-02-13,Delhi,16.3,0.0,63.0,1013.9,4.3,207.0
2023-02-14,Delhi,,1.9,,,7.3,
2023-02-15,Delhi,,1.2,,,1.0,
2023-02-16,Delhi,,1.0,,,5.8,
2023-02-17,Delhi,18.1,1.4,48.0,1004.7,6.9,169.0
2023-02-18,Delhi,15.5,0.2,56.0,1016.0,0.3,198.0
2023-02-19,Delhi,15.7,0.0,50.0,1000.6,2.9,229.0
2023-02-20,Delhi,14.5,1.2,56.0,1007.3,1.7,208.0
2023-02-21,Delhi,20.5,0.4,60.0,1012.1,10.0,220.0
2023-02-22,Delhi,16.3,0.1,62.0,1004.2,1.7,188.0
2023-02-23,Delhi,19.2,0.9,48.0,1012.1,8.4,244.0
2023-02-24,Delhi,15.8,0.0,63.0,1014.6,5.0,228.0
2023-02-25,Delhi,17.2,1.6,51.0,1006.1,1.6,217.0
2023-02-26,Delhi,14.4,1.2,47.0,1010.3,0.2,225.0
2023-02-27,Delhi,16.6,1.0,53.0,1004.9,9.2,223.0
2023-02-28,Delhi,18.9,0.0,44.0,1011.3,8.9,243.0
2023-03-01,Delhi,15.5,0.0,54.0,1009.5,10.6,222.0
2023-03-02,Delhi,19.3,2.0,56.0,1009.9,15.4,192.0
2023-03-03,Delhi,18.3,1.7,52.0,1014.4,8.3,214.0
2023-03-04,Delhi,16.2,0.1,57.0,1010.8,8.4,241.0
2023-03-05,Delhi,17.2,1.3,51.0,1014.2,6.6,228.0
2023-03-06,Delhi,17.5,0.6,53.0,1011.2,7.6,211.0
2023-03-07,Delhi,18.3,1.1,43.0,1003.8,5.5,229.0
2023-03-08,Delhi,17.6,0.0,53.0,1009.6,3.1,220.0
2023-03-09,Delhi,17.3,2.9,47.0,1010.4,16.1,229.0
2023-03-10,Delhi,18.3,2.7,50.0,1002.5,1.3,190.0
2023-03-11,Delhi,17.3,0.9,52.0,1013.6,8.2,202.0
2023-03-12,Delhi,17.1,1.6,54.0,1008.4,9.1,230.0
2023-03-13,Delhi,19.2,0.6,41.0,1009.5,7.7,214.0
2023-03-14,Delhi,20.9,1.2,41.0,1004.3,2.7,224.0
2023-03-15,Delhi,17.2,0.0,50.0,1008.1,6.2,252.0
2023-03-16,Delhi,19.8,0.1,55.0,1008.9,5.0,212.0
2023-03-17,Delhi,18.9,0.5,55.0,1006.3,2.2,222.0
2023-03-18,Delhi,18.5,0.7,58.0,1007.9,6.8,207.0
2023-03-19,Delhi,21.6,0.4,61.0,999.0,5.2,206.0
2023-03-20,Delhi,19.6,1.0,55.0,1012.8,4.6,216.0
2023-03-21,Delhi,23.0,0.3,52.0,1002.8,10.1,191.0
2023-03-22,Delhi,19.6,1.4,44.0,998.4,2.3,179.0
2023-03-23,Delhi,21.6,0.9,45.0,1003.2,9.0,240.0
2023-03-24,Delhi,20.8,1.8,48.0,1003.6,4.3,214.0
2023-03-25,Delhi,20.1,0.6,53.0,1009.0,8.9,235.0
2023-03-26,Delhi,22.5,1.5,53.0,1003.1,7.3,218.0
2023-03-27,Delhi,21.4,0.3,51.0,1007.8,8.1,218.0
2023-03-28,Delhi,22.8,0.4,50.0,1002.7,2.6,227.0
2023-03-29,Delhi,22.0,3.9,56.0,1015.2,3.5,227.0
2023-03-30,Delhi,20.5,2.6,52.0,1008.5,3.1,193.0
2023-03-31,Delhi,22.3,1.6,53.0,1014.0,7.8,235.0
2023-04-01,Delhi,22.7,12.3,53.0,1002.0,10.3,196.0
2023-04-02,Delhi,24.3,0.1,47.0,1008.6,11.8,216.0
2023-04-03,Delhi,21.5,0.8,44.0,1002.1,4.7,257.0
2023-04-04,Delhi,23.1,0.1,54.0,1008.1,7.4,213.0
2023-04-05,Delhi,20.6,0.3,54.0,1008.4,0.3,241.0
2023-04-06,Delhi,24.6,0.3,49.0,999.2,3.0,205.0
2023-04-07,Delhi,22.0,0.0,48.0,1000.9,3.1,221.0
2023-04-08,Delhi,21.0,2.0,66.0,1000.7,4.0,211.0
2023-04-09,Delhi,24.0,0.4,45.0,999.3,0.2,217.0
2023-04-10,Delhi,26.1,0.2,49.0,1002.2,1.0,194.0
2023-04-11,Delhi,22.0,3.1,52.0,1001.2,9.4,193.0
2023-04-12,Delhi,22.9,1.4,42.0,999.2,3.3,214.0
2023-04-13,Delhi,23.7,0.7,51.0,1005.2,0.6,180.0
2023-04-14,Delhi,23.2,0.4,63.0,1006.9,17.4,192.0
2023-04-15,Delhi,25.8,4.0,57.0,999.4,7.7,218.0
2023-04-16,Delhi,24.1,1.9,55.0,1002.3,5.5,195.0
2023-04-17,Delhi,24.5,0.1,54.0,1004.5,10.0,190.0
2023-04-18,Delhi,26.7,0.8,51.0,1003.4,3.5,185.0
2023-04-19,Delhi,24.8,0.2,57.0,1001.4,14.1,207.0
2023-04-20,Delhi,26.9,0.3,49.0,1007.4,0.2,197.0
2023-04-21,Delhi,24.8,0.0,47.0,1007.4,1.1,205.0
2023-04-22,Delhi,24.6,0.2,51.0,1006.7,6.3,199.0
2023-04-23,Delhi,23.8,0.1,56.0,1003.0,3.5,234.0
2023-04-24,Delhi,29.9,0.5,52.0,1011.7,13.2,193.0
2023-04-25,Delhi,26.6,0.6,55.0,1010.6,0.3,166.0
2023-04-26,Delhi,27.7,3.4,36.0,1002.0,3.6,201.0
2023-04-27,Delhi,27.4,0.0,58.0,1003.0,8.0,199.0
2023-04-28,Delhi,27.9,0.1,66.0,1008.1,9.4,201.0
2023-04-29,Delhi,27.9,1.4,59.0,1000.1,11.4,169.0
2023-04-30,Delhi,31.1,0.3,48.0,1004.8,8.4,216.0
2023-05-01,Delhi,26.6,0.2,44.0,1003.3,16.8,195.0
2023-05-02,Delhi,25.9,0.2,52.0,1000.2,4.7,194.0
2023-05-03,Delhi,27.0,0.0,43.0,1002.0,7.7,166.0
2023-05-04,Delhi,26.6,2.1,55.0,996.5,10.7,202.0
2023-05-05,Delhi,30.1,0.9,46.0,1000.6,5.4,191.0
2023-05-06,Delhi,30.4,1.2,57.0,994.7,5.5,215.0
2023-05-07,Delhi,27.7,1.6,60.0,1011.7,4.8,184.0
2023-05-08,Delhi,27.2,8.2,36.0,1008.5,4.0,168.0
2023-05-09,Delhi,29.1,0.8,52.0,1007.3,1.8,191.0
2023-05-10,Delhi,32.0,0.2,45.0,1003.5,4.4,172.0
2023-05-11,Delhi,25.5,1.1,40.0,1006.2,0.2,195.0
2023-05-12,Delhi,31.0,0.2,46.0,1007.3,8.5,168.0
2023-05-13,Delhi,28.6,0.0,49.0,1006.1,0.3,183.0
2023-05-14,Delhi,32.1,0.0,58.0,1005.7,16.1,181.0
2023-05-15,Delhi,28.9,1.9,40.0,998.3,14.4,183.0
2023-05-16,Delhi,30.3,0.4,58.0,1003.6,11.8,174.0
2023-05-17,Delhi,28.5,2.9,65.0,999.6,5.9,168.0
2023-05-18,Delhi,29.6,0.3,55.0,997.0,4.2,180.0
2023-05-19,Delhi,33.5,1.3,54.0,997.1,12.3,170.0
2023-05-20,Delhi,32.7,1.2,50.0,1003.3,7.6,182.0
2023-05-21,Delhi,30.9,1.7,42.0,1005.7,9.3,174.0
2023-05-22,Delhi,30.3,0.0,54.0,996.0,3.6,138.0
2023-05-23,Delhi,28.8,2.0,53.0,1008.3,11.6,176.0
2023-05-24,Delhi,31.4,0.7,56.0,1007.2,3.2,200.0
2023-05-25,Delhi,32.1,1.7,69.0,999.7,7.3,180.0
2023-05-26,Delhi,32.2,2.3,56.0,999.3,1.0,185.0
2023-05-27,Delhi,32.3,2.0,54.0,1000.8,3.9,181.0
2023-05-28,Delhi,30.8,0.2,62.0,1005.0,9.0,164.0
2023-05-29,Delhi,32.6,1.3,42.0,999.5,4.8,148.0
2023-05-30,Delhi,32.8,3.0,43.0,996.5,4.8,184.0
2023-05-31,Delhi,35.1,5.7,49.0,1002.2,10.3,188.0
2023-06-01,Delhi,36.1,1.6,47.0,992.6,6.5,178.0
2023-06-02,Delhi,33.0,0.0,56.0,1001.3,12.3,175.0
2023-06-03,Delhi,32.1,0.0,49.0,1005.4,4.1,173.0
2023-06-04,Delhi,33.4,0.1,64.0,1001.9,9.3,165.0
2023-06-05,Delhi,32.6,0.3,62.0,1003.7,9.0,169.0
2023-06-06,Delhi,32.5,5.3,57.0,1002.5,0.2,164.0
2023-06-07,Delhi,33.7,1.1,49.0,1003.4,1.0,168.0
2023-06-08,Delhi,32.3,2.5,56.0,1001.1,10.7,145.0
2023-06-09,Delhi,35.0,0.0,58.0,997.1,2.0,150.0
2023-06-10,Delhi,34.0,4.6,45.0,999.5,3.9,170.0
2023-06-11,Delhi,34.7,0.4,55.0,1000.1,9.4,153.0
2023-06-12,Delhi,34.1,1.8,57.0,1005.4,5.3,116.0
2023-06-13,Delhi,33.3,0.1,54.0,1006.8,8.9,159.0
2023-06-14,Delhi,33.0,6.3,63.0,1002.0,2.9,116.0
2023-06-15,Delhi,34.3,2.6,61.0,997.2,8.1,188.0
2023-06-16,Delhi,33.9,0.2,47.0,997.3,11.6,167.0
2023-06-17,Delhi,35.2,0.1,54.0,999.4,8.2,165.0
2023-06-18,Delhi,34.9,1.5,47.0,1005.7,3.1,141.0
2023-06-19,Delhi,32.8,1.4,57.0,1001.5,9.7,132.0
2023-06-20,Delhi,35.2,2.7,47.0,999.9,7.0,147.0
2023-06-21,Delhi,33.0,2.8,60.0,997.0,2.7,150.0
2023-06-22,Delhi,34.2,5.0,56.0,1003.6,13.0,135.0
2023-06-23,Delhi,34.8,0.0,60.0,1001.2,1.1,151.0
2023-06-24,Delhi,32.0,0.4,52.0,999.8,15.2,159.0
2023-06-25,Delhi,35.6,0.1,43.0,1000.5,3.9,156.0
2023-06-26,Delhi,35.7,0.0,66.0,1006.8,13.8,127.0
2023-06-27,Delhi,35.3,1.8,53.0,999.4,6.6,107.0
2023-06-28,Delhi,34.9,0.2,64.0,1006.8,0.8,143.0
2023-06-29,Delhi,35.0,0.5,57.0,1005.0,7.2,131.0
2023-06-30,Delhi,34.1,0.2,59.0,1000.2,8.2,149.0
2023-07-01,Delhi,35.3,2.1,67.0,1003.5,9.2,169.0
2023-07-02,Delhi,34.9,1.5,57.0,999.5,11.5,168.0
2023-07-03,Delhi,36.0,1.5,64.0,996.7,2.7,144.0
2023-07-04,Delhi,33.9,0.2,44.0,998.9,9.0,157.0
2023-07-05,Delhi,36.2,3.8,61.0,996.4,10.1,166.0
2023-07-06,Delhi,36.1,1.7,53.0,1002.1,5.5,137.0
2023-07-07,Delhi,35.7,0.3,54.0,1000.1,2.6,141.0
2023-07-08,Delhi,35.2,2.0,55.0,1002.3,2.5,150.0
2023-07-09,Delhi,36.8,1.2,58.0,1003.4,10.1,134.0
2023-07-10,Delhi,33.3,0.5,67.0,987.6,10.3,125.0
2023-07-11,Delhi,36.7,1.9,43.0,1001.3,3.0,120.0
2023-07-12,Delhi,36.4,2.8,56.0,992.9,0.8,132.0
2023-07-13,Delhi,36.5,0.2,51.0,1000.8,12.3,120.0
2023-07-14,Delhi,36.6,5.4,64.0,996.6,0.2,144.0
2023-07-15,Delhi,35.0,0.1,53.0,1000.6,7.5,124.0
2023-07-16,Delhi,35.6,6.8,59.0,1005.6,3.1,154.0
2023-07-17,Delhi,37.0,4.0,54.0,993.4,1.1,149.0
2023-07-18,Delhi,36.7,0.2,61.0,1001.0,7.3,106.0
2023-07-19,Delhi,36.3,2.1,64.0,1000.0,5.9,145.0
2023-07-20,Delhi,33.5,0.2,54.0,992.7,13.2,119.0
2023-07-21,Delhi,36.8,4.6,57.0,1002.9,16.9,149.0
2023-07-22,Delhi,37.8,3.4,47.0,1000.5,5.9,134.0
2023-07-23,Delhi,37.5,0.5,59.0,998.4,11.3,123.0
2023-07-24,Delhi,36.2,0.1,63.0,997.6,11.4,135.0
2023-07-25,Delhi,33.3,0.7,54.0,1013.3,4.4,113.0
2023-07-26,Delhi,37.3,2.0,65.0,999.0,2.9,128.0
2023-07-27,Delhi,35.5,0.5,43.0,993.4,14.0,128.0
2023-07-28,Delhi,31.6,0.1,45.0,996.9,5.1,118.0
2023-07-29,Delhi,36.2,0.8,48.0,999.2,6.6,127.0
2023-07-30,Delhi,33.2,3.8,55.0,999.2,5.4,103.0
2023-07-31,Delhi,33.5,0.0,58.0,1000.4,6.2,129.0
2023-08-01,Delhi,34.5,0.8,58.0,996.6,4.0,98.0
2023-08-02,Delhi,37.5,0.1,58.0,1003.0,10.1,129.0
2023-08-03,Delhi,34.8,1.4,64.0,999.0,12.4,126.0
2023-08-04,Delhi,35.7,2.3,56.0,995.5,5.1,129.0
2023-08-05,Delhi,38.0,2.6,50.0,997.8,0.6,107.0
2023-08-06,Delhi,37.7,1.2,50.0,999.5,7.0,168.0
2023-08-07,Delhi,34.9,0.4,74.0,1004.5,0.2,112.0
2023-08-08,Delhi,34.6,3.5,43.0,1003.1,3.9,118.0
2023-08-09,Delhi,32.9,0.4,58.0,999.9,12.3,102.0
2023-08-10,Delhi,33.7,0.1,70.0,1001.4,17.1,139.0
2023-08-11,Delhi,35.4,3.7,63.0,1002.3,8.4,106.0
2023-08-12,Delhi,35.3,1.7,54.0,1009.6,2.0,131.0
2023-08-13,Delhi,34.7,0.0,60.0,999.1,10.2,97.0
2023-08-14,Delhi,36.1,0.6,66.0,1003.5,3.3,118.0
2023-08-15,Delhi,33.1,0.0,69.0,1004.6,3.6,106.0
2023-08-16,Delhi,34.2,0.1,54.0,997.9,13.6,128.0
2023-08-17,Delhi,35.3,0.4,66.0,1002.6,10.1,107.0
2023-08-18,Delhi,35.0,1.2,62.0,1002.6,0.6,97.0
2023-08-19,Delhi,35.7,3.5,69.0,1000.1,0.7,119.0
2023-08-20,Delhi,34.5,4.7,71.0,1004.3,10.6,91.0
2023-08-21,Delhi,33.2,1.0,59.0,1006.2,6.5,95.0
2023-08-22,Delhi,34.2,0.1,51.0,1006.7,4.1,124.0
2023-08-23,Delhi,31.9,1.1,64.0,1001.5,8.6,79.0
2023-08-24,Delhi,30.7,1.0,74.0,1003.1,4.2,123.0
2023-08-25,Delhi,34.2,0.4,66.0,1011.9,1.9,103.0
2023-08-26,Delhi,33.0,0.0,63.0,998.1,10.4,94.0
2023-08-27,Delhi,33.5,3.1,79.0,1003.5,3.8,114.0
2023-08-28,Delhi,30.1,2.4,55.0,1006.3,2.3,120.0
2023-08-29,Delhi,32.1,4.1,68.0,1003.4,0.8,100.0
2023-08-30,Delhi,31.6,0.5,58.0,1005.5,7.9,106.0
2023-08-31,Delhi,31.1,0.1,63.0,1003.7,3.1,123.0
2023-09-01,Delhi,28.7,0.2,63.0,1006.1,9.5,122.0
2023-09-02,Delhi,31.6,2.3,73.0,1008.3,5.6,108.0
2023-09-03,Delhi,33.5,13.0,56.0,1002.4,11.6,96.0
2023-09-04,Delhi,32.5,1.8,59.0,1004.1,5.0,93.0
2023-09-05,Delhi,30.8,0.0,52.0,1003.2,3.8,99.0
2023-09-06,Delhi,31.6,3.8,66.0,1001.9,2.1,121.0
2023-09-07,Delhi,32.6,1.1,60.0,1003.5,1.8,119.0
2023-09-08,Delhi,26.9,1.4,66.0,999.2,10.0,114.0
2023-09-09,Delhi,30.9,1.2,56.0,1006.8,20.4,133.0
2023-09-10,Delhi,,0.7,,,1.1,
2023-09-11,Delhi,31.9,0.0,71.0,1010.8,2.1,103.0
2023-09-12,Delhi,33.4,2.7,62.0,1009.2,8.3,103.0
2023-09-13,Delhi,32.3,0.0,68.0,1000.3,8.9,142.0
2023-09-14,Delhi,30.8,0.7,67.0,1010.4,3.7,75.0
2023-09-15,Delhi,30.6,3.4,61.0,1001.5,7.1,115.0
2023-09-16,Delhi,31.2,1.0,53.0,1004.3,0.4,118.0
2023-09-17,Delhi,28.9,2.4,71.0,1012.0,5.4,111.0
2023-09-18,Delhi,29.6,0.5,65.0,1000.4,10.8,150.0
2023-09-19,Delhi,30.9,3.1,71.0,1008.2,14.1,131.0
2023-09-20,Delhi,32.4,1.1,50.0,1006.0,6.0,124.0
2023-09-21,Delhi,28.9,0.1,53.0,1004.4,5.6,96.0
2023-09-22,Delhi,28.9,1.9,49.0,1001.6,8.8,120.0
2023-09-23,Delhi,29.1,0.1,58.0,1006.9,11.7,106.0
2023-09-24,Delhi,30.7,0.2,72.0,1003.4,8.9,113.0
2023-09-25,Delhi,28.4,0.5,69.0,1009.6,3.4,116.0
2023-09-26,Delhi,30.6,4.7,65.0,1010.4,8.3,105.0
2023-09-27,Delhi,26.5,0.4,66.0,1000.1,11.1,124.0
2023-09-28,Delhi,27.6,3.1,70.0,1003.7,3.6,141.0
2023-09-29,Delhi,27.4,0.8,63.0,1004.5,0.8,131.0
2023-09-30,Delhi,28.7,0.6,68.0,1001.2,9.0,118.0
2023-10-01,Delhi,29.0,0.2,66.0,1001.6,8.4,82.0
2023-10-02,Delhi,24.7,0.4,50.0,1006.5,11.1,134.0
2023-10-03,Delhi,25.5,0.4,63.0,1005.4,7.2,134.0
2023-10-04,Delhi,27.3,0.0,75.0,999.7,3.9,113.0
2023-10-05,Delhi,25.5,1.3,63.0,1004.3,4.8,108.0
2023-10-06,Delhi,23.9,0.5,64.0,1008.6,2.2,128.0
2023-10-07,Delhi,27.8,1.0,61.0,1001.8,2.5,104.0
2023-10-08,Delhi,26.8,1.9,62.0,1003.1,4.2,131.0
2023-10-09,Delhi,26.6,0.0,73.0,1013.2,4.6,100.0
2023-10-10,Delhi,24.9,6.2,64.0,1012.2,11.8,103.0
2023-10-11,Delhi,27.1,0.0,58.0,1000.6,1.3,120.0
2023-10-12,Delhi,24.9,0.4,44.0,1001.8,6.6,95.0
2023-10-13,Delhi,26.8,5.4,62.0,1008.8,4.1,121.0
2023-10-14,Delhi,23.4,7.9,52.0,1002.6,13.4,130.0
2023-10-15,Delhi,23.3,0.2,53.0,1006.4,7.9,100.0
2023-10-16,Delhi,24.8,0.7,71.0,1005.8,5.1,138.0
2023-10-17,Delhi,23.2,0.0,71.0,1009.9,10.4,114.0
2023-10-18,Delhi,25.2,1.0,52.0,997.6,7.1,133.0
2023-10-19,Delhi,24.3,0.6,72.0,999.0,4.6,128.0
2023-10-20,Delhi,22.2,0.2,69.0,1003.0,13.6,117.0
2023-10-21,Delhi,23.7,0.6,60.0,1012.1,10.0,117.0
2023-10-22,Delhi,22.8,0.0,71.0,1007.5,14.5,97.0
2023-10-23,Delhi,24.6,0.3,55.0,1001.4,12.0,115.0
2023-10-24,Delhi,22.0,0.5,58.0,1010.3,10.3,115.0
2023-10-25,Delhi,22.1,0.2,56.0,1011.3,7.4,156.0
2023-10-26,Delhi,24.5,0.0,58.0,1007.5,1.9,146.0
2023-10-27,Delhi,26.0,0.6,72.0,1007.3,10.0,107.0
2023-10-28,Delhi,25.4,0.3,57.0,1010.5,7.1,144.0
2023-10-29,Delhi,22.2,0.7,58.0,1013.6,9.8,135.0
2023-10-30,Delhi,22.2,0.0,59.0,1009.5,6.8,126.0
2023-10-31,Delhi,24.1,0.3,67.0,1011.1,3.7,141.0
2023-11-01,Delhi,21.3,0.9,64.0,1008.9,2.3,147.0
2023-11-02,Delhi,19.8,0.0,72.0,1007.6,9.9,125.0
2023-11-03,Delhi,21.3,0.1,61.0,1005.6,12.6,131.0
2023-11-04,Delhi,21.7,0.2,57.0,1010.4,5.5,139.0
2023-11-05,Delhi,19.5,0.7,62.0,1008.2,8.8,120.0
2023-11-06,Delhi,18.0,3.4,66.0,1008.5,13.0,141.0
2023-11-07,Delhi,18.2,0.9,59.0,1013.3,3.1,137.0
2023-11-08,Delhi,21.3,0.0,68.0,1011.6,5.3,128.0
2023-11-09,Delhi,18.9,0.2,79.0,1013.2,1.8,126.0
2023-11-10,Delhi,19.7,1.4,62.0,1003.5,12.1,146.0
2023-11-11,Delhi,20.1,0.0,66.0,1012.1,8.0,157.0
2023-11-12,Delhi,20.6,1.3,75.0,1007.6,4.7,148.0
2023-11-13,Delhi,18.9,1.5,61.0,1006.8,0.6,129.0
2023-11-14,Delhi,20.1,0.8,60.0,1006.7,6.0,157.0
2023-11-15,Delhi,17.7,0.0,58.0,1015.1,11.3,148.0
2023-11-16,Delhi,18.4,1.7,68.0,1013.6,5.5,156.0
2023-11-17,Delhi,17.2,0.7,69.0,1007.5,4.9,167.0
2023-11-18,Delhi,20.5,0.5,64.0,1005.9,9.7,133.0
2023-11-19,Delhi,18.5,1.2,66.0,1010.6,1.3,147.0
2023-11-20,Delhi,17.2,0.2,74.0,1008.7,7.1,140.0
2023-11-21,Delhi,17.6,1.2,71.0,1017.3,9.5,136.0
2023-11-22,Delhi,17.7,3.3,55.0,1004.9,3.3,186.0
2023-11-23,Delhi,19.0,4.0,65.0,1003.4,3.1,169.0
2023-11-24,Delhi,15.2,1.5,66.0,1009.8,7.9,124.0
2023-11-25,Delhi,16.0,0.6,70.0,1010.9,6.4,162.0
2023-11-26,Delhi,16.9,0.0,63.0,1011.5,5.8,146.0
2023-11-27,Delhi,21.4,1.5,60.0,1014.0,7.8,176.0
2023-11-28,Delhi,18.7,0.4,62.0,1019.4,7.8,159.0
2023-11-29,Delhi,16.9,4.4,52.0,1009.7,2.7,155.0
2023-11-30,Delhi,18.1,2.7,64.0,1009.0,3.8,162.0
2023-12-01,Delhi,20.1,0.3,60.0,1004.2,8.8,167.0
2023-12-02,Delhi,16.3,0.1,68.0,1012.2,11.8,162.0
2023-12-03,Delhi,16.0,0.1,57.0,1014.7,12.9,158.0
2023-12-04,Delhi,18.4,0.0,61.0,1010.3,3.0,161.0
2023-12-05,Delhi,17.1,1.3,57.0,1016.1,11.7,173.0
2023-12-06,Delhi,17.3,0.1,57.0,1011.6,10.2,146.0
2023-12-07,Delhi,15.3,3.2,69.0,1017.6,6.7,166.0
2023-12-08,Delhi,19.1,0.2,61.0,1012.9,9.0,165.0
2023-12-09,Delhi,18.6,1.2,67.0,1007.3,10.5,160.0
2023-12-10,Delhi,16.7,0.3,56.0,1009.1,14.8,181.0
2023-12-11,Delhi,16.8,0.5,64.0,1005.5,2.1,148.0
2023-12-12,Delhi,12.3,0.7,52.0,1004.7,9.5,165.0
2023-12-13,Delhi,16.5,1.1,60.0,1012.8,6.2,157.0
2023-12-14,Delhi,15.1,0.6,60.0,1015.2,5.9,182.0
2023-12-15,Delhi,16.0,0.6,67.0,1019.6,12.0,166.0
2023-12-16,Delhi,16.3,0.1,64.0,1011.6,10.5,175.0
2023-12-17,Delhi,14.6,3.3,62.0,1010.9,2.3,182.0
2023-12-18,Delhi,12.3,2.8,69.0,1007.4,5.6,149.0
2023-12-19,Delhi,15.6,0.9,64.0,1015.8,7.9,185.0
2023-12-20,Delhi,13.7,1.8,66.0,1013.4,0.5,166.0
2023-12-21,Delhi,14.3,0.2,68.0,1009.5,10.7,175.0
2023-12-22,Delhi,13.8,0.0,62.0,1014.7,6.5,178.0
2023-12-23,Delhi,14.1,1.0,60.0,1014.2,7.6,194.0
2023-12-24,Delhi,10.9,0.0,64.0,1004.5,8.4,194.0
2023-12-25,Delhi,16.5,1.0,59.0,1014.9,14.9,212.0
2023-12-26,Delhi,14.9,0.5,65.0,1012.5,7.0,187.0
2023-12-27,Delhi,16.2,4.6,70.0,1010.4,5.3,176.0
2023-12-28,Delhi,17.6,2.0,68.0,1010.3,14.6,177.0
2023-12-29,Delhi,14.4,0.1,59.0,1019.0,4.6,197.0
2023-12-30,Delhi,11.4,0.7,52.0,1018.1,4.5,214.0
2023-12-31,Delhi,12.8,0.4,61.0,1019.3,0.7,194.0
2024-01-01,Delhi,12.3,0.2,60.0,1007.4,11.7,179.0
2024-01-02,Delhi,13.4,0.0,69.0,1009.4,8.1,194.0
2024-01-03,Delhi,14.3,0.5,58.0,1015.6,9.0,195.0
2024-01-04,Delhi,10.9,1.1,59.0,1007.2,7.6,192.0
2024-01-05,Delhi,14.6,0.3,66.0,1009.1,6.3,180.0
2024-01-06,Delhi,11.7,0.4,57.0,1004.8,3.4,150.0
2024-01-07,Delhi,14.5,2.3,59.0,1019.4,3.4,185.0
2024-01-08,Delhi,13.9,0.0,72.0,1016.2,8.8,212.0
2024-01-09,Delhi,13.5,0.0,71.0,1013.8,7.4,199.0
2024-01-10,Delhi,13.9,1.0,64.0,1012.8,14.1,159.0
2024-01-11,Delhi,13.1,0.1,62.0,1010.2,3.5,197.0
2024-01-12,Delhi,13.0,0.5,53.0,1010.3,4.7,167.0
2024-01-13,Delhi,11.3,1.9,64.0,1014.3,2.3,232.0
2024-01-14,Delhi,14.0,0.8,60.0,1009.0,13.0,202.0
2024-01-15,Delhi,17.0,0.9,61.0,1016.7,1.4,180.0
2024-01-16,Delhi,17.2,5.0,56.0,1009.8,10.3,214.0
2024-01-17,Delhi,16.1,9.7,59.0,1008.3,13.3,188.0
2024-01-18,Delhi,15.2,0.0,58.0,1016.9,6.2,212.0
2024-01-19,Delhi,13.0,2.0,61.0,1011.1,10.1,203.0
2024-01-20,Delhi,16.4,1.0,69.0,1013.9,2.6,184.0
2024-01-21,Delhi,14.0,0.1,61.0,1010.0,5.2,215.0
2024-01-22,Delhi,14.0,0.0,47.0,1002.6,0.5,182.0
2024-01-23,Delhi,13.7,0.2,52.0,1013.7,7.6,228.0
2024-01-24,Delhi,14.4,0.3,47.0,1006.1,6.9,207.0
2024-01-25,Delhi,13.6,2.2,52.0,1015.8,3.5,189.0
2024-01-26,Delhi,14.2,0.0,62.0,1005.2,11.1,177.0
2024-01-27,Delhi,12.6,1.0,61.0,1003.9,8.5,235.0
2024-01-28,Delhi,13.8,0.2,53.0,1012.5,4.6,233.0
2024-01-29,Delhi,18.1,0.6,59.0,1013.0,4.6,188.0
